timestamp,mode,sharpe,max_drawdown,annual_return,turnover,score,benchmark_sharpe,excess_sharpe,dev_sharpe,holdback_sharpe,holdback_excess,holdback_gate_pass,description
2026-04-07 15:46:59,in_sample,1.1123,-0.1407,0.1245,0.1723,1.1123,1.1538,-0.0415,,,,,revert check
2026-04-07 15:47:34,in_sample,1.1246,-0.1388,0.1235,0.2045,1.1246,1.1538,-0.0292,,,,,HYPOTHESIS: 7. CHANGE: add market-relative 6m momentum tilt to inv-vol. WHY: Blitz et al 2011 residual momentum captures idiosyncratic alpha.
2026-04-07 15:47:50,in_sample,1.0191,-0.1398,0.1128,0.2903,1.0191,1.1538,-0.1347,,,,,"HYPOTHESIS: 7b. CHANGE: TILT 1.0->2.0. WHY: residual momentum signal confirmed, stronger tilt amplifies alpha."
2026-04-07 15:48:50,in_sample,1.1246,-0.1388,0.1235,0.2045,1.1246,1.1538,-0.0292,,,,,revert check
2026-04-07 15:49:10,in_sample,1.1641,-0.1652,0.1409,0.1781,1.1641,1.1538,0.0103,,,,,"HYPOTHESIS: 6c. CHANGE: TARGET_VOL 0.12->0.15. WHY: only scale down in crisis, preserve upside in normal markets."
2026-04-07 15:49:30,in_sample,1.1844,-0.1772,0.1541,0.1705,1.1844,1.1538,0.0306,,,,,"HYPOTHESIS: 6d. CHANGE: TARGET_VOL 0.15->0.20. WHY: further reduce cash drag, only scale in extreme crisis."
2026-04-07 15:49:41,in_sample,1.1838,-0.1779,0.165,0.1615,1.1838,1.1538,0.03,,,,,HYPOTHESIS: 6e. CHANGE: remove vol targeting entirely. WHY: test ceiling of inv-vol + residual momentum without exposure scaling.
2026-04-07 15:50:00,in_sample,1.1844,-0.1772,0.1541,0.1705,1.1844,1.1538,0.0306,,,,,revert check
2026-04-07 15:50:16,in_sample,1.1915,-0.179,0.1558,0.1561,1.1915,1.1538,0.0377,,,,,HYPOTHESIS: 8. CHANGE: Parkinson high-low vol estimator. WHY: Parkinson 1980 5.2x more efficient vol estimation.
2026-04-07 15:50:56,in_sample,1.0879,-0.1794,0.1476,0.2051,1.0879,1.1538,-0.0659,,,,,HYPOTHESIS: 7c. CHANGE: residual momentum 6m->3m. WHY: Novy-Marx 2012 — 3m aligns with quarterly earnings cycle.
2026-04-07 15:51:02,in_sample,1.1915,-0.179,0.1558,0.1561,1.1915,1.1538,0.0377,,,,,revert check
2026-04-07 15:51:13,in_sample,1.0206,-0.1908,0.128,0.1189,1.0206,1.1538,-0.1332,,,,,HYPOTHESIS: 7d. CHANGE: residual momentum 6m->12-1m. WHY: classic Jegadeesh-Titman 12-1 horizon but market-relative.
2026-04-07 15:51:38,in_sample,1.1915,-0.179,0.1558,0.1561,1.1915,1.1538,0.0377,,,,,revert check
2026-04-07 15:51:58,in_sample,0.9211,-0.159,0.1236,0.5689,0.7866,1.1538,-0.2327,,,,,"HYPOTHESIS: 9. CHANGE: mean-variance weighting max(0,excess_mom)/var. WHY: Kelly 1956 / Markowitz optimal weight is return/variance."
2026-04-07 15:52:31,in_sample,1.1915,-0.179,0.1558,0.1561,1.1915,1.1538,0.0377,,,,,revert check
2026-04-07 15:52:48,in_sample,1.1214,-0.1762,0.1471,0.245,1.1214,1.1538,-0.0324,,,,,HYPOTHESIS: 10. CHANGE: exclude bottom 20% by 6m excess momentum. WHY: Hong et al 2000 — losers drag more than winners lift.
2026-04-07 15:53:10,in_sample,1.1915,-0.179,0.1558,0.1561,1.1915,1.1538,0.0377,,,,,revert check
2026-04-07 15:53:45,in_sample,1.1791,-0.179,0.1539,0.2193,1.1791,1.1538,0.0253,,,,,HYPOTHESIS: 11. CHANGE: add volume momentum tilt (21d/63d vol ratio). WHY: Chordia et al 2001 — rising volume signals institutional accumulation.
2026-04-07 15:54:24,in_sample,1.1915,-0.179,0.1558,0.1561,1.1915,1.1538,0.0377,,,,,revert check
2026-04-07 15:54:50,in_sample,1.1946,-0.1792,0.1562,0.1596,1.1946,1.1538,0.0408,,,,,HYPOTHESIS: 12. CHANGE: EWMA vol (halflife=21) replaces 63d rolling. WHY: RiskMetrics 1996 — EWMA better captures vol regime shifts.
2026-04-07 15:55:42,in_sample,1.2347,-0.1595,0.1507,0.1783,1.2347,1.1538,0.0809,,,,,HYPOTHESIS: 13. CHANGE: add inv-beta weighting. WHY: Frazzini & Pedersen 2014 BAB — low-beta stocks earn higher alpha.
2026-04-07 15:56:04,in_sample,1.2466,-0.1592,0.1519,0.2159,1.2466,1.1538,0.0928,,,,,HYPOTHESIS: 13b. CHANGE: beta window 126d->63d. WHY: shorter window captures current regime better.
2026-04-07 15:56:17,in_sample,1.2413,-0.1608,0.151,0.2234,1.2413,1.1538,0.0875,,,,,"HYPOTHESIS: 13c. CHANGE: EWMA beta (halflife=21). WHY: EWMA gives smoother, more responsive beta estimates."
2026-04-07 15:56:26,in_sample,1.2466,-0.1592,0.1519,0.2159,1.2466,1.1538,0.0928,,,,,revert check
2026-04-07 15:56:37,in_sample,1.2482,-0.1592,0.1515,0.2289,1.2482,1.1538,0.0944,,,,,HYPOTHESIS: 13d. CHANGE: beta floor 0.3->0.15. WHY: BAB premium strongest for lowest-beta stocks.
2026-04-07 15:57:08,in_sample,1.2363,-0.1443,0.1436,0.2491,1.2363,1.1538,0.0825,,,,,HYPOTHESIS: 14. CHANGE: 1/var instead of 1/vol for min-variance optimal. WHY: Markowitz 1952 — min-var weights are 1/sigma^2.
2026-04-07 15:57:20,in_sample,1.2482,-0.1592,0.1515,0.2289,1.2482,1.1538,0.0944,,,,,revert check
2026-04-07 15:57:32,in_sample,1.2122,-0.1575,0.1478,0.2726,1.2122,1.1538,0.0584,,,,,HYPOTHESIS: 7e. CHANGE: TILT 1.0->1.5 with inv-beta stabilizer. WHY: quality momentum — low-beta + high-momentum outperforms.
2026-04-07 15:57:52,in_sample,1.2482,-0.1592,0.1515,0.2289,1.2482,1.1538,0.0944,,,,,revert check
2026-04-07 15:58:09,in_sample,1.2872,-0.1629,0.1572,0.1672,1.2872,1.1538,0.1334,,,,,HYPOTHESIS: 15. CHANGE: EWM weight smoothing (halflife=10). WHY: DeMiguel et al 2020 — gradual rebalancing lets winners run.
2026-04-07 15:58:23,in_sample,1.2836,-0.1646,0.157,0.1484,1.2836,1.1538,0.1298,,,,,"HYPOTHESIS: 15b. CHANGE: halflife 10->15. WHY: longer smoothing further reduces churn, captures more position momentum."
2026-04-07 15:58:35,in_sample,1.29,-0.1617,0.1573,0.182,1.29,1.1538,0.1362,,,,,HYPOTHESIS: 15c. CHANGE: halflife 10->7. WHY: test shorter smoothing for better responsiveness.
2026-04-07 15:58:45,in_sample,1.2912,-0.1609,0.1573,0.1936,1.2912,1.1538,0.1374,,,,,HYPOTHESIS: 15d. CHANGE: halflife 7->5. WHY: further testing optimal smoothing window.
2026-04-07 15:59:02,in_sample,1.2948,-0.1633,0.1667,0.1851,1.2948,1.1538,0.141,,,,,"HYPOTHESIS: 15e. CHANGE: remove vol targeting (TARGET_VOL=0.20). WHY: barely activates, simplifies model, may reduce rare cash drag."
2026-04-07 15:59:19,in_sample,1.2947,-0.1629,0.1666,0.1916,1.2947,1.1538,0.1409,,,,,HYPOTHESIS: 15f. CHANGE: halflife 5->4. WHY: fine-tuning optimal smoothing speed.
2026-04-07 15:59:46,in_sample,1.1573,-0.1674,0.1562,0.1535,1.1573,1.1538,0.0035,,,,,"HYPOTHESIS: 16. CHANGE: remove momentum tilt, keep pure inv-vol * inv-beta. WHY: test if momentum tilt adds noise."
2026-04-07 15:59:57,in_sample,1.2948,-0.1633,0.1667,0.1851,1.2948,1.1538,0.141,,,,,revert check
2026-04-07 16:00:12,in_sample,1.215,-0.1651,0.1525,0.1806,1.215,1.1538,0.0612,,,,,HYPOTHESIS: 17. CHANGE: blend 3m+9m excess momentum. WHY: Smith & Timmermann 2022 — multi-horizon reduces estimation error.
2026-04-07 16:00:33,in_sample,1.2956,-0.1633,0.167,0.1786,1.2956,1.1538,0.1418,,,,,HYPOTHESIS: 18. CHANGE: Parkinson EWMA halflife 21->42. WHY: longer halflife reduces vol estimate noise.
2026-04-07 16:00:44,in_sample,1.2958,-0.1635,0.1671,0.1764,1.2958,1.1538,0.142,,,,,HYPOTHESIS: 18b. CHANGE: Parkinson EWMA halflife 42->63. WHY: even more stable vol estimates.
2026-04-07 16:01:29,in_sample,1.2729,-0.1784,0.1757,0.1061,1.2729,1.1538,0.1191,,,,,HYPOTHESIS: 19. CHANGE: additive rank composite instead of multiplicative. WHY: DeMiguel et al 2009 — simple averaging more robust OOS.
2026-04-07 16:01:52,in_sample,1.2958,-0.1635,0.1671,0.1764,1.2958,1.1538,0.142,,,,,revert check — prepare for holdback
2026-04-07 16:02:13,check_holdback,1.2958,-0.1635,0.1671,0.1764,1.2958,1.1538,0.142,1.2958,1.2606,0.0664,False,HYPOTHESIS: composite low-vol/low-beta/momentum. HOLDBACK CHECK.
2026-04-07 16:03:08,in_sample,1.2754,-0.1358,0.1479,0.6733,1.0888,1.1538,0.1216,,,,,"HYPOTHESIS: 2. CHANGE: select low-beta (<0.8) + positive excess mom stocks, inv-vol weight. WHY: Ang et al 2006 — concentrated low-vol+mom selection."
2026-04-07 16:03:27,in_sample,1.3387,-0.1404,0.1551,0.3864,1.2955,1.1538,0.1849,,,,,HYPOTHESIS: 2b. CHANGE: EWM halflife 5->21 to reduce turnover. WHY: slower adaptation dampens entry/exit churn.
2026-04-07 16:03:51,in_sample,1.3714,-0.1447,0.1591,0.257,1.3714,1.1538,0.2176,,,,,HYPOTHESIS: 2c. CHANGE: EWM halflife 21->42 to push turnover under 0.30. WHY: eliminate turnover penalty.
2026-04-07 16:04:04,in_sample,1.39,-0.1462,0.1615,0.1978,1.39,1.1538,0.2362,,,,,"HYPOTHESIS: 2d. CHANGE: EWM halflife 42->63. WHY: further reduce turnover, maximize smoothing benefit."
2026-04-07 16:04:17,in_sample,1.4011,-0.1467,0.1629,0.1638,1.4011,1.1538,0.2473,,,,,HYPOTHESIS: 2e. CHANGE: EWM halflife 63->84. WHY: test further smoothing.
2026-04-07 16:04:27,in_sample,1.4128,-0.1468,0.1645,0.1267,1.4128,1.1538,0.259,,,,,HYPOTHESIS: 2f. CHANGE: EWM halflife 84->126. WHY: test if even slower adaptation continues to improve.
2026-04-07 16:04:37,in_sample,1.4192,-0.1464,0.1655,0.087,1.4192,1.1538,0.2654,,,,,HYPOTHESIS: 2g. CHANGE: EWM halflife 126->252. WHY: test 1-year smoothing.
2026-04-07 16:05:09,in_sample,1.4128,-0.1468,0.1645,0.1267,1.4128,1.1538,0.259,,,,,"HYPOTHESIS: 2. Final DEV run: low-beta+pos-mom selection, inv-vol weight, EWM halflife=126."
2026-04-07 16:05:31,check_holdback,1.4128,-0.1468,0.1645,0.1267,1.4128,1.1538,0.259,1.4128,1.2161,0.0219,False,"HYPOTHESIS: 2. Low-beta + positive excess-mom selection, inv-vol EWM(126). HOLDBACK CHECK."
2026-04-07 16:06:49,in_sample,1.2477,-0.2031,0.1877,0.0879,1.2414,1.1538,0.0939,,,,,"HYPOTHESIS: 3. CHANGE: dynamic factor rotation — momentum in risk-on, inv-vol in risk-off. WHY: Khandani & Lo 2011 regime-dependent factor returns."
2026-04-07 16:07:56,in_sample,1.3018,-0.1343,0.1393,0.1084,1.3018,1.1538,0.148,,,,,HYPOTHESIS: 3. CHANGE: inv-vol + inv-beta + mom with partial regime filter (50%). WHY: Faber 2007 — partial de-risking creates asymmetric excess.
2026-04-07 16:08:23,in_sample,1.297,-0.1315,0.1385,0.1225,1.297,1.1538,0.1432,,,,,HYPOTHESIS: 3b. CHANGE: EWM halflife 63->42. WHY: test faster smoothing for better factor responsiveness.
2026-04-07 16:08:31,in_sample,1.3057,-0.1357,0.1399,0.1,1.3057,1.1538,0.1519,,,,,HYPOTHESIS: 3c. CHANGE: EWM halflife 42->84. WHY: test longer smoothing.
2026-04-07 16:08:55,in_sample,1.3083,-0.1363,0.1403,0.0956,1.3083,1.1538,0.1545,,,,,HYPOTHESIS: 3d. CHANGE: EWM halflife 84->100. WHY: test slightly longer smoothing.
2026-04-07 16:09:07,check_holdback,1.3083,-0.1363,0.1403,0.0956,1.3083,1.1538,0.1545,1.3083,1.4119,0.2177,True,HYPOTHESIS: 3. Partial regime + multi-factor. HOLDBACK CHECK.
2026-04-07 16:09:22,walk_forward,1.3083,-0.1363,0.1403,0.0956,1.3083,1.1538,0.1545,,,,,[OOS sharpe=1.6506 excess=0.0042 decay_ratio=1.2616 folds_passed=3 pass=False] HYPOTHESIS: 3. COMMITTED: yes. WF-CHECK: #1
2026-04-07 16:10:17,in_sample,1.3083,-0.1363,0.1403,0.0956,1.3083,1.1538,0.1545,,,,,revert after WF fail
2026-04-07 16:12:19,in_sample,1.3393,-0.1284,0.1418,0.1252,1.3393,1.1538,0.1855,,,,,"HYPOTHESIS: 4. CHANGE: top 50% by composite rank (inv-beta + mom), inv-vol weighted, partial regime. WHY: relative ranking avoids absolute threshold overfitting."
2026-04-07 16:12:44,in_sample,1.3254,-0.1313,0.1428,0.1126,1.3254,1.1538,0.1716,,,,,HYPOTHESIS: 4b. CHANGE: top 60% instead of 50%. WHY: broader selection for more diversification.
2026-04-07 16:12:55,in_sample,1.3452,-0.1248,0.1402,0.1397,1.3452,1.1538,0.1914,,,,,HYPOTHESIS: 4c. CHANGE: top 40% instead of 50%. WHY: more concentrated for higher differentiation.
2026-04-07 16:13:05,in_sample,1.3469,-0.1241,0.1392,0.1509,1.3469,1.1538,0.1931,,,,,HYPOTHESIS: 4d. CHANGE: top 33%. WHY: testing optimal concentration.
2026-04-07 16:13:15,in_sample,1.3551,-0.1227,0.1391,0.1652,1.3551,1.1538,0.2013,,,,,HYPOTHESIS: 4e. CHANGE: top 25%. WHY: testing more concentration.
2026-04-07 16:13:24,in_sample,1.3636,-0.1208,0.1397,0.1754,1.3636,1.1538,0.2098,,,,,HYPOTHESIS: 4f. CHANGE: top 20%. WHY: finding optimal concentration.
2026-04-07 16:13:40,in_sample,1.3551,-0.1227,0.1391,0.1652,1.3551,1.1538,0.2013,,,,,"HYPOTHESIS: 4. Final: top 25% by (inv-beta-rank + mom-rank), inv-vol, EWM(100), partial regime."
2026-04-07 16:13:46,check_holdback,1.3551,-0.1227,0.1391,0.1652,1.3551,1.1538,0.2013,1.3551,1.3915,0.1973,True,"HYPOTHESIS: 4. Top-25% composite rank, inv-vol, EWM(100), partial regime. HOLDBACK CHECK."
2026-04-07 16:14:01,walk_forward,1.3551,-0.1227,0.1391,0.1652,1.3551,1.1538,0.2013,,,,,[OOS sharpe=1.6179 excess=-0.0286 decay_ratio=1.1939 folds_passed=3 pass=False] HYPOTHESIS: 4. COMMITTED: yes. WF-CHECK: #1
2026-04-07 16:14:47,in_sample,1.2237,-0.1577,0.1505,0.1677,1.2237,1.1538,0.0699,,,,,HYPOTHESIS: 5. CHANGE: top 33% by excess-momentum only (no inv-beta). WHY: momentum captures bull-market winners; inv-beta HURT in WF.
2026-04-07 16:15:10,in_sample,1.223,-0.1409,0.1406,0.1664,1.223,1.1538,0.0692,,,,,HYPOTHESIS: 5b. CHANGE: select top 33% by trailing 6m Sharpe ratio. WHY: Sharpe naturally balances momentum and stability.
2026-04-07 16:15:51,in_sample,1.2208,-0.1505,0.1455,0.1413,1.2208,1.1538,0.067,,,,,"HYPOTHESIS: 5c. CHANGE: select top 50% by excess-momentum, inv-vol sizing. WHY: broader momentum captures bull-market winners without picking losers."
2026-04-07 16:16:46,in_sample,1.2615,-0.1453,0.1471,0.0837,1.2615,1.1538,0.1077,,,,,"HYPOTHESIS: 5d. CHANGE: full universe, weight = inv_vol * (0.5+mom_rank), EWM 100, partial regime. WHY: continuous momentum tilt avoids binary selection noise."
2026-04-07 16:17:00,in_sample,1.257,-0.1464,0.147,0.0911,1.257,1.1538,0.1032,,,,,HYPOTHESIS: 5e. CHANGE: stronger tilt = 0.2 + 0.8*mom_rank (5x spread). WHY: more concentration in momentum winners.
2026-04-07 16:17:19,in_sample,1.1096,-0.1418,0.1249,0.0826,1.1096,1.1538,-0.0442,,,,,HYPOTHESIS: 5f. CHANGE: combo tilt = excess_mom + 52w-high proximity. WHY: two complementary momentum signals for stronger alpha.
2026-04-07 16:17:35,in_sample,1.0707,-0.1461,0.1214,0.078,1.0707,1.1538,-0.0831,,,,,HYPOTHESIS: 5g. CHANGE: 12-1 excess momentum (252d skip 21d). WHY: classic academic momentum signal.
2026-04-07 16:17:46,in_sample,1.1785,-0.1441,0.1397,0.0861,1.1785,1.1538,0.0247,,,,,HYPOTHESIS: 5h. CHANGE: 63-day excess momentum tilt. WHY: shorter lookback may capture faster-moving trends.
2026-04-07 16:17:57,in_sample,1.2616,-0.1441,0.1471,0.0846,1.2616,1.1538,0.1078,,,,,HYPOTHESIS: 5i. CHANGE: composite momentum (63d+126d) tilt. WHY: multi-horizon signal more robust.
2026-04-07 16:18:32,in_sample,1.2622,-0.1432,0.1453,0.0851,1.2622,1.1538,0.1084,,,,,HYPOTHESIS: 6. CHANGE: inv-beta tilt ONLY in bear markets (SPY<200d). WHY: avoids bull-market drag while keeping crisis defense.
2026-04-07 16:19:03,in_sample,1.2238,-0.1554,0.1332,0.1036,1.2238,1.1538,0.07,,,,,HYPOTHESIS: 6b. CHANGE: regime=0.3 when bear (more aggressive cash raise). WHY: stronger drawdown protection.
2026-04-07 16:19:23,in_sample,1.2704,-0.1431,0.1463,0.0841,1.2704,1.1538,0.1166,,,,,HYPOTHESIS: 6c. CHANGE: mild always-on beta tilt (0.8+0.2*rank). WHY: small defensive tilt without large bull-market drag.
2026-04-07 16:19:33,in_sample,1.2756,-0.1419,0.1458,0.0846,1.2756,1.1538,0.1218,,,,,HYPOTHESIS: 6d. CHANGE: beta tilt 0.7+0.3*rank. WHY: slightly stronger defensive tilt.
2026-04-07 16:19:42,in_sample,1.2813,-0.1405,0.1453,0.0853,1.2813,1.1538,0.1275,,,,,HYPOTHESIS: 6e. CHANGE: beta tilt 0.6+0.4*rank. WHY: more beta tilt.
2026-04-07 16:19:49,in_sample,1.2877,-0.1389,0.1447,0.0863,1.2877,1.1538,0.1339,,,,,HYPOTHESIS: 6f. CHANGE: beta tilt 0.5+0.5*rank (2x spread). WHY: medium beta tilt.
2026-04-07 16:20:06,in_sample,1.303,-0.1352,0.1433,0.0894,1.303,1.1538,0.1492,,,,,HYPOTHESIS: 6g. CHANGE: beta tilt 0.3+0.7*rank (3.3x spread). WHY: stronger beta tilt.
2026-04-07 16:20:15,in_sample,1.3122,-0.1329,0.1425,0.0918,1.3122,1.1538,0.1584,,,,,HYPOTHESIS: 6h. CHANGE: beta tilt 0.2+0.8*rank (5x spread). WHY: even stronger beta tilt.
2026-04-07 16:20:44,in_sample,1.2716,-0.1408,0.1441,0.0867,1.2716,1.1538,0.1178,,,,,"HYPOTHESIS: 6i. CHANGE: regime-dep beta: bull=0.7+0.3*rank, bear=0.2+0.8*rank. WHY: mild beta in bull, strong in bear."
2026-04-07 16:21:44,in_sample,1.2588,-0.1448,0.1467,0.0851,1.2588,1.1538,0.105,,,,,HYPOTHESIS: 7. CHANGE: IR tilt (excess return / tracking error). WHY: rewards CONSISTENT outperformance.
2026-04-07 16:22:24,in_sample,1.2322,-0.1463,0.1467,0.1683,1.2322,1.1538,0.0784,,,,,"HYPOTHESIS: 7b. CHANGE: squared mom_rank tilt + EWM halflife=30. WHY: aggressive concentration in top momentum, faster adaptation."
2026-04-07 16:22:33,in_sample,1.2571,-0.1511,0.1497,0.1134,1.2571,1.1538,0.1033,,,,,HYPOTHESIS: 7c. CHANGE: squared mom tilt + EWM 100. WHY: test non-linear tilt with proper smoothing.
2026-04-07 16:22:48,in_sample,1.2592,-0.144,0.1465,0.0858,1.2592,1.1538,0.1054,,,,,"HYPOTHESIS: 7d. CHANGE: mean-variance tilt = excess_ret/variance, ranked. WHY: optimal risk-adjusted weighting."
2026-04-07 16:23:44,in_sample,1.2856,-0.1398,0.144,0.0871,1.2856,1.1538,0.1318,,,,,HYPOTHESIS: 7e. CHANGE: dampened beta = sqrt(inv_beta). WHY: halved beta effect in multiplicative form.
2026-04-07 16:23:56,in_sample,1.2776,-0.1415,0.1451,0.0854,1.2776,1.1538,0.1238,,,,,HYPOTHESIS: 7f. CHANGE: beta = cbrt(inv_beta). WHY: cube root for 1/3 of original beta effect.
2026-04-07 16:24:34,in_sample,1.2509,-0.1446,0.1465,0.0998,1.2509,1.1538,0.0971,,,,,HYPOTHESIS: 8. CHANGE: trend efficiency tilt (net move / total move). WHY: overweight consistently trending stocks.
2026-04-07 16:24:48,in_sample,1.2659,-0.1452,0.1471,0.085,1.2659,1.1538,0.1121,,,,,HYPOTHESIS: 8b. CHANGE: volume-confirmed momentum (mom_rank + vol_trend_rank). WHY: confirms trends with institutional volume.
2026-04-07 16:24:58,in_sample,1.2742,-0.1435,0.1473,0.0859,1.2742,1.1538,0.1204,,,,,HYPOTHESIS: 8c. CHANGE: volume trend tilt only. WHY: isolate volume trend alpha.
2026-04-07 16:25:12,in_sample,1.2721,-0.1438,0.1471,0.0858,1.2721,1.1538,0.1183,,,,,HYPOTHESIS: 8d. CHANGE: dollar volume trend tilt. WHY: captures institutional interest better.
2026-04-07 16:25:22,in_sample,1.1791,-0.1442,0.1386,0.0828,1.1791,1.1538,0.0253,,,,,HYPOTHESIS: 8e. CHANGE: vol trend 10/63 lookback. WHY: test shorter lookback for volume.
2026-04-07 16:25:30,in_sample,1.1237,-0.1432,0.1263,0.0835,1.1237,1.1538,-0.0301,,,,,HYPOTHESIS: 8f. CHANGE: vol trend 42/252 lookback. WHY: test longer lookback.
2026-04-07 16:25:46,in_sample,1.2899,-0.1397,0.146,0.0867,1.2899,1.1538,0.1361,,,,,"HYPOTHESIS: 9. CHANGE: vol_trend tilt + mild beta (0.7+0.3*rank). WHY: volume captures institutional interest, mild beta adds defense."
2026-04-07 16:26:00,in_sample,1.2788,-0.1434,0.146,0.0932,1.2788,1.1538,0.125,,,,,HYPOTHESIS: 9b. CHANGE: 3-factor: vol_trend + momentum + mild beta. WHY: combine three alpha sources.
2026-04-07 16:26:17,in_sample,1.3033,-0.1365,0.1449,0.0883,1.3033,1.1538,0.1495,,,,,HYPOTHESIS: 9c. CHANGE: vol_trend + beta 0.5+0.5. WHY: stronger beta with vol_trend.
2026-04-07 16:26:27,in_sample,1.3112,-0.1345,0.1443,0.0895,1.3112,1.1538,0.1574,,,,,HYPOTHESIS: 9d. CHANGE: vol_trend + beta 0.4+0.6. WHY: push beta higher.
2026-04-07 16:27:06,in_sample,1.3033,-0.1365,0.1449,0.0883,1.3033,1.1538,0.1495,,,,,"HYPOTHESIS: 9-final. CHANGE: inv_vol * vol_trend(21/126) * beta(0.5+0.5rank), EWM100, regime0.5. WHY: volume captures institutional interest, mild beta defense."
2026-04-07 16:27:17,check_holdback,1.3033,-0.1365,0.1449,0.0883,1.3033,1.1538,0.1495,1.3033,1.3092,0.115,True,"HYPOTHESIS: 9-final. CHANGE: inv_vol * vol_trend(21/126) * beta(0.5+0.5rank), EWM100, regime0.5."
2026-04-07 16:27:25,walk_forward,1.3033,-0.1365,0.1449,0.0883,1.3033,1.1538,0.1495,,,,,"[OOS sharpe=1.6788 excess=0.0323 decay_ratio=1.2389 folds_passed=3 pass=False] HYPOTHESIS: 9-final. CHANGE: inv_vol * vol_trend(21/126) * beta(0.5+0.5rank), EWM100, regime0.5."
2026-04-07 16:27:57,in_sample,1.2882,-0.177,0.1769,0.046,1.2882,1.1538,0.1344,,,,,HYPOTHESIS: 10. CHANGE: remove regime filter. WHY: regime filter hurts WF by underallocating during COVID recovery.
2026-04-07 16:28:53,in_sample,1.0568,-0.1267,0.1116,0.1984,1.0568,1.1538,-0.097,,,,,HYPOTHESIS: 10b. CHANGE: 50-day MA regime filter instead of 200d. WHY: faster recovery from crises.
2026-04-07 16:29:45,in_sample,1.2407,-0.1782,0.1682,0.2667,1.2407,1.1538,0.0869,,,,,"HYPOTHESIS: 10c. CHANGE: no EWM smooth, no regime. WHY: maximize factor differentiation."
